movieId,title,genres,plot
3044,Dead Again (1991),Mystery|Romance|Thriller,"A woman who has lost her memory is taken in by a Los Angeles orphanage, and a private eye is enlisted to track down her identity, but he soon finds that he might have a past life connection to her that endangers their lives."
3045,Peter's Friends (1992),Comedy|Drama,"Six former college friends, with two new friends, gather for a New Year's Eve weekend reunion at a large English countryside manor after ten years to reminisce about the good times now long gone."
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.
3047,Experience Preferred... But Not Essential (1982),Drama,"A shy, introverted young girl takes a summer job at a seaside resort in Wales. She finds the staff, the owners and patrons unlike anyone she has ever met before."
3048,Under the Rainbow (1981),Comedy,"A visiting dignitary, a CIA agent, a Nazi spy, Japanese tourists, an assassin and a group of ""midget"" actors from The Wizard of Oz (1939) all check into an elite Los Angeles hotel called Under the Rainbow."
3049,How I Won the War (1967),Comedy|War,An inept British World War II commander leads his troops through a series of misadventures in North Africa and Europe.
3050,Light It Up (1999),Drama,A group of teens are bent on improving the run-down conditions of their high-school.
3051,Anywhere But Here (1999),Drama,A mother and daughter search for success in Beverly Hills.
3052,Dogma (1999),Comedy,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.
3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,A young girl receives a vision that drives her to rid France of its oppressors.
3054,Pok�mon: The First Movie (1998),Animation|Children's,"Scientists genetically create a new Pokémon, Mewtwo, but the results are horrific and disastrous."
3055,Felicia's Journey (1999),Thriller,"A young woman leaves Ireland to find her boyfriend in England, and while there is helped by a man hiding unsettling secrets."
3056,Oxygen (1999),Thriller,Two guys kidnap the wife of a rich man and bury her in a box with 24 hours of oxygen. Tough NYPD Detective Maddy and others get the case. Will they get to her in time?
3057,Where's Marlowe? (1999),Comedy,"After making a 3-hour fiasco about New York City's water supply, a two-man film crew decides to take it up a notch by documenting life in the private investigator offices of ""Boone and Murphy""."
3058,"Ape, The (1940)",Horror|Sci-Fi,Dr. Bernard Adrian is a kindly mad scientist who seeks to cure a young woman's polio. He needs spinal fluid from a human to complete the formula for his experimental serum.
3059,British Intelligence (1940),Drama,"Although the home of cabinet minister Arthur Bennett is a hotbed of spies, moles, and double agents, no one knows the true identity of notorious German spymaster Strendler."
3060,"Commitments, The (1991)",Comedy|Drama,"Jimmy Rabbitte, an unemployed Dublin boy, decides to put together a soul band made up entirely of the Irish working class."
3061,Holiday Inn (1942),Comedy|Musical,"At an inn which is open only on holidays, a crooner and a hoofer vie for the affections of a beautiful up-and-coming performer."
3062,"Longest Day, The (1962)",Action|Drama|War,"The events of D-Day, told on a grand scale from both the Allied and German points of view."
3063,Poison Ivy (1992),Thriller,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.
3064,Poison Ivy: New Seduction (1997),Thriller,A sinister seductress vows to destroy a suburban family.
3065,Ten Benny (1997),Drama,"Ray and his good friends grew up in their working class neighbourhood. Ray is a salesman but dreams of something more: he wants his own business, and wants to marry his childhood sweetheart Jo. In order to fulfill his dreams, Ray takes out a loan which is well beyond the re-payments he can make on his meagre income. His friends get dragged into the fall-out when he can't keep up with payments, but will they stand by him or has he pushed them too far this time?"
3066,Tora! Tora! Tora! (1970),War,"The story of the 1941 Japanese air raid on Pearl Harbor, and the series of preceding American blunders that aggravated its effectiveness."
3067,Women on the Verge of a Nervous Breakdown (1988),Comedy|Drama,A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.
3068,"Verdict, The (1982)",Drama,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.
3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama,"From the Pullizer Prize winning play by Paul Zindel, this is the story of Beatrice Hunsdorfer and her daughters, Ruth and Matilda. A middle-aged widowed eccentric, Beatrice is looking for her life in the classified ads while all about her is the rubble of an unkempt house. All she needs is the right opportunity, she says puffing on a cigarette. Poorly equipped to survive the vagaries of modern life, she has nonetheless always managed to muddle through. Ruth, epileptic and making her way through the rebellious phase of adolescence, seems doomed to make the same mistakes as her mother. Quiet Matilda, on the other hand, seeks refuge in her animals and her schoolwork. ""Jesus, don't you hate the world, Matilda?"" Beatrice asks her youngest daughter. The title of the film is also the subject of Matilda's science project at school and serves as a metaphor for the way life affects each of us differently -- how some are able to find opportunity in adversity and thrive and how some succumb when the burden becomes too heavy. This is the story of slowly drowning and grasping desperately for a lifeline only to find that there's none there and you must save yourself. ""No, Mama,"" Matilda says, ""I don't hate the world."" (Nell Potts, who stars as Matilda, is the stage name of Eleanor Newman -- Joanne Woodward's real-life daughter. She also appeared as the young Rachel in *Rachel, Rachel*.)"
3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,"Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth."
3071,Stand and Deliver (1987),Drama,"The story of Jaime Escalante, a high school teacher who successfully inspired his dropout-prone students to learn calculus."
3072,Moonstruck (1987),Comedy,"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry."
3073,"Sandpiper, The (1965)",Drama|Romance,"A free-spirited single mother forms a connection with the wedded headmaster of an Episcopalian boarding school in Monterey, California."
3074,Jeremiah Johnson (1972),Western,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by the Crow tribe and proves to be a match for their warriors in single combat on the early frontier.
3075,Repulsion (1965),Thriller,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.
3076,Irma la Douce (1963),Comedy,"A policeman falls in love with a prostitute, Irma, but doesn't want her seeing other men. So he creates an alter-ego, a wealthy Englishman who will be her only customer. Seems like a solid enough plan - what could possibly go wrong?"
3077,42 Up (1998),Documentary,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.
3078,Liberty Heights (1999),Drama,"Baltimore, Fall 1954: Schools implement the new integration law. Ben finds the ""colored"" girl in his class cute - upsetting his Jewish mom and granny. Ben talks to her while his brother looks for his WASP dream girl."
